HolderAddress,Balance,PendingBalanceUpdate
0xf7411aed9bf7aa16c2d75f6263da9f6223371d52,4975.46437862786,No
0x63156a054d82033530ef343e194805379172cdaa,4975.44070797202,No
0xd552aa7724c7169a3517ab82891d961c353e0d53,4975.273549,No
0x69cfafca9c889d6efc1acc5651ce7a5ec6cdc231,4901.9502543797,No
0x5f1394672ed2ff427b29fe6582ac9f15bc8c4414,4889.60020979786,No
0xaa4a2c823cff436b350dcf8a2cb7cecda1d9127c,4883.56,No
0xb33ff897de2e52bc81af40461ead915aeb2d8ab0,4855.8,No
0x3e49ca095041bcfcdf645d0242f3148f4d0e7fe2,4832.76324093149,No
0x5d7f34372fa8708e09689d400a613eee67f75543,4829.21,No
0xb4f6c38751b6ce97a7a5954e1bcc089dbb67703e,4781.8563,No
0x2548d5e8aeadd45367f010b3d013272221908d71,4780.22395186914,No
0xe6334c6a650346a81e050d49388aade980c31cfc,4775.79289668042,No
0xf95b6448329768333bd0c3f36e26ef8bb3134940,4766.7362023022,No
0xface3ec1954ddb9a7d20ce5f67921b2fa45b5066,4752.52527409347,No
0x5d47e871f81f84d3154aec772bcce14973112c69,4736.63067713704,No
0x90274a1c02a0d24c6e8dc7fc0591ba1ce922eb6b,4736.559,No
0xac85fb3479ac861dc37329736165a83d3d15df30,4708.076163,No
0x13d91d079129b94f37ac92185f7656d75774ce33,4695.38807558,No
0xfa0233968e55f57799c3352294173973dd0963fc,4681.76,No
0x4240781a9ebdb2eb14a183466e8820978b7da4e2,4664.7504,No
0x2bce696f3baf3d6b86b00af1a909d25b8819c938,4662.82669448148,No
0x96d5de0275303841ad07c0a830e56ef4d00baff5,4662.51226733958,No
0x8b570fe897d7a3474e94d92df40f365471d5a7f3,4656.88010138754,No
0x23aff2af5aa0480fc41d4db2b236019d21b995b2,4655.288,No
0x196841877577971ef94933ec0ddd8c3ca06c5ce9,4654.88822637085,No
0x2f253924924525632b82a2ceb99f7325fb036866,4644.9691,No
0x7c0264f26c356eb647341f3f184c31833bede4be,4644.71219180975,No
0xaa78c011d2bee2d8f0be887f9f23e69ca53a38a5,4636.223509,No
0x25a66f567813cfd8b3220dcb9471de2764d246bb,4625.43646971363,No
0x9fbcb5a7d1132bf96e72268c24ef29b7433f7402,4577.87322806264,No
0x4d9cf56aBBBcA2b8fea0D4d90c8f5A3C82c90119,4572.65916818,No
0xe492fefb228d8440e50ed4d52475e53824bd5a7c,4549.51462895,No
0xf326e4de8f66a0bdc0970b79e0924e33c79f1915,4504.22122037125,No
0x849e6b5860199bd6ca67e947b014cb35cc1d5b66,4490.82519453296,No
0xabf853036bfb16c928db81ff6df894762afe4c29,4490.52256733767,No
0x6a70f38d4c1f214d5da8e31a50023dc270d2f7c0,4485.56302287002,No
0x277272212e54b9d02e328616e1e2a1198ee1c166,4475.39401764775,No
0x456c82a0a64c2c2b8629674a3d7b708b5df28708,4458.18,No
0x1a6c1b7d5529347da09d01d6ae3abb269197d731,4445.20769006376,No
0x0922cbf6852467571670540f29c722c8737b1a17,4407.03638996778,No
0xa9eb0e4da3e799a162d3e8459c8f386ef841ceba,4399.28445778603,No
0x8c6c789634011c77b7ac6ed36867191215f17c72,4398.55620022896,No
0x3dca07e16b2becd3eb76a9f9ce240b525451f887,4391.51613690244,No
0xbcf0968c984ca9edd463d82589cf82299e9c95b9,4357.99858941251,No
0xb737dd625839552598729c4df4343c781a457ad5,4337.78651485725,No
0x0daaf607bbf4edf32764efab6a69312765e22c72,4337.52045816787,No
0xdfc1f0cfa5f59adbdd769a678c351f169d8349d7,4285.23248001,No
0xd19f3088e8d5e639ac08bf6e1fd594e729e6587c,4277.1815,No
0x3e720cbdeda460cebbd09386fdf86a3ee8790791,4273.44197878,No
0x2e682c51d44c061d35454751e733a6ecb6bd85ca,4269.9841,No
0x14d1393674ebe26d30abc4749589251df47d1210,4252.44,No
0x842f0bbdc4dbbdc028e1693a84f34e040aa2363b,4239.43372046467,No
0xc7807e24338b41a34d849492920f2b9d0e4de2cd,4214.23568955,No
0x6ec2afe10633c403a46a1e2b28c2ae36ae6a82ea,4213.8857,No
0xedc53939315e2ebe28ebc771e99ad17463d28102,4210.20305543,No
0xf7f872f205dff0dfe3d770fe4d6b32072054c7da,4197.29,No
0x4172b78a86695bbfabd4d319323ae0a696cf9f2a,4194.14,No
0x8e2efa9ed16f07d9b153d295d35025fd677bae99,4183.13023939296,No
0xe97e69e14a8731141b081738a7963c13d7349513,4176.97593637,No
0x8761e0dd63d14cf566acf4b730f3540f164b6b56,4176.87494854943,No
0xbb93ff1ae8cb4d0127ad815c5311511f1014a4b6,4175.76757770018,No
0xf7ce2e321e55e097577839f5b8889d3345d6478b,4171.34743875758,No
0x64015610ad7ad463bc9268739766c798dd5b425c,4167.45810361,No
0x146eee382e7d0d9d9ec8988e16a954fa59282fcf,4152.95420322339,No
0x105db8a7c23456ae739786908e817ae6b12a14c4,4138.63977203,No
0x31963b29de431dd1069582e346c0aa9eb65bc115,4089.36585108245,No
0xc8a29e09ef16f3fb3a24ccbb6e6c7b621ee2669f,4082.09166741634,No
0xd4db7ff4c078f73203913e27a90af39226086c87,4080.8976,No
0x122da23205e967fdf54738a69cc979aca706adc2,4067,No
0x5fe0151282b38d8dd40c586bc41076f00e7e67a2,4049.292252,No
0x1d62b92eba9de79e242d7c22ba5cc20e923ec485,4046,No
0xee8ceabcf7a59c9961ea9794f5ab15809769ae01,4045.1414454725,No
0x998ff82b5fbc22fc7581de78651aa2899aa6b256,4021.41475646,No
0x1b4d6e29b0e2a6b3293394fdfdfb010b3535f259,4014.974,No
0xdad1971fe99b115fa6e357c4de78ebacb623e23b,4008.962753,No
0xc86a38598b148ab8e6eb9f26fcedb660713c638f,4006.59968854,No
0x314364604fd90583e8c533c70aa89d030d85a158,4003.94930848376,No
0x47d6ec9df712daa0ffde287a8d346fb038ef407a,4002.29128733611,No
0x44bcf33129c5fc074acfc034c4bfd3b134e34439,4000.41043,No
0x52209121391be70c4cc02f8483e906cc4095e04d,4000.00294847,No
0xb2743507875638366cb24cc8f6657fa916ca2b11,4000,No
0x5aadf01968b5e17040ad67d66e1b96ebb9ce1d3a,3999.95886895,No
0x69c9b7448a099e8d3581173d09a132b994cf3384,3998.84916665,No
0xf9de97e821b74b9199d198aa85fa6c777dce4653,3996.540608,No
0x826df0e09b41a0cc918a8eb51da7b331bfe94b68,3992.85121902,No
0x69ad95b08f3bdb60de1cf3f08d76c9a2819a76d3,3964.141,No
0x1234ae518477c762855de7d6ec21caa1955a2175,3955.00277022366,No
0xbc12b3600933acdc11dcf17f1c0a4e029373c52e,3951.18037701006,No
0x9d15739645a6d01e8fd40e5dced866e30b4fa8ad,3950.5123626753,No
0x5b7ec254eecffd9f0666cfa20c6b39c39f4bead4,3949.91713939,No
0x6268ecad5cf3ebf94d69cfec46a27e1b6f60d14d,3943.65227389633,No
0xd6dbcb93785fb33c6909a7b77ab27ae7a4e8fd55,3939.168181,No
0x30043aabbcebbd887437ec4f0cfe6d4c0eb5cc64,3937.51514020392,No
0xd8568c41df66b54a60c617b98816c38c26fb56ca,3927.36298291092,No
0x32bddd38b3f7631756a04e770304098c9a809301,3920.98,No
0xbfad818edb25dc4eebac8cc44a7533be4652ad6c,3918.68736271965,No
0x71eb9ac198bb5ab29c8524d74f8f4d27deaf58c1,3917.91692101793,No
0x8ff7836e42757edfcd8b0a294c246c92d545dd39,3913.26312494643,No
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,3909.04220001604,No
0xac0367375ec176d30f38dbc50904209f4dc67cf4,3907.25838436055,No
0x0d5a519b93b90915ee94a896d01f95d2490392d2,3899.22136519,No
0x23be060093db74f38b1a3daf57afdc1a23db0077,3894.29347742497,No
0x815f8ef4863451f4faf34fbc860034812e7377d9,3885.91665211195,No
0x93e99a3eebf09b6c8ee0927fd75a6935a20a0917,3881.32039703731,No
0x8540ce28a6aca34c50bdcfe2137a41fdc336cfe5,3875.89606762989,No
0xc34a7c65aa08cb36744bda8eeec7b8e9891e147c,3870.69692264296,No
0x1535909303174e7a235c33814d1b1a359b76ddf6,3867.7383,No
0xe014c91940ad2ffc6f64d8619c2683011aceb0db,3863.56271338,No
0x38a506dddb71af7867b8c6695c32c36f4b0d38c7,3862.412,No
0xc4bdaa3b4f2c9a78baa4442cd81874881850ff2e,3852.0172207834,No
0x215af0ac294bbbcbdef6edfc5e2eff36e3405fc6,3840.54,No
0x87cc852bc2174e2adba2692ce93d2003b52b4ae0,3832.30400139004,No
0x24a7eaad0d7f13d1999206d8c22f926980a12ca6,3811.44896212421,No
0x80905a9cf70e1e6c4fdb87eed972cd6647877563,3804.55577538705,No
0x2c2d9fa040bdb179e256b41e6e8619dc324ba3cd,3785.59580163729,No
0x7c45aa1fe3b585fbe2353a33ecb5cc692bfe5d43,3771.03100351291,No
0xaaa8a090e78724c8e3f3de407205fff160017568,3752.50739643933,No
0xc19b2ecb86c9dcb7cbca7b98cac81830731e4737,3750,No
0xf0b9c328cc542a1d45392cd910033df6893e6a65,3749.95,No
0xc61ea5f95989fe525fa452c94399521916cf678c,3747.54198584,No
0xe4d473861e7a7e382b69cf4d76cf55346b04bdcd,3747.5,No
0x3e768d4ce0a9bd466f804cdd30cbb2eb060e0d5e,3731.35683142791,No
0x4cd67cc4aede471e20bbfeab92eff2b88141a48f,3715.32867962256,No
0x544c39f3f091b608c1ef2ecd02a4cd484f4981ec,3705.93936,No
0xbc306ae701f753f015d91c48a64ec1b6b1dcc2ea,3698.5495811922,No
0x1b40ae52a7269027179526c2ac7ca23e3b2274e3,3686.96317011258,No
0x1373e57f764a7944bdd7a4bd5ca3007d496934da,3682.79792029092,No
0x85591bfabb18be044fa98d72f7093469c588483c,3666.18588370585,No
0x9805f726b61dd9734474936de2568ae05b43422a,3649.39036891,No
0x6c3fc1ffdb14d92394f40eec91d9ce8b807f132d,3646.66942046036,No
0xc119ea8d0641c1043f03376ede8f7a0b0f6afb63,3643.123404552,No
0x6decd32f5a2ab9b43bc6ad8923eb6d2395de145b,3642.5955,No
0x9cb6e83758abc95852e007a38158a95a8e0f15e0,3640.8516613203,No
0x845a4efc3009858b7fce75f67de56d7235d5e446,3638.21143440254,No
0x6557d92d629e0bd8003b8e12c83835ff3cdb9d6b,3626.26430176213,No
0x43529cdb107a47f88909b39d86296ed3960b016d,3625.884587,No
0x5d6152ec2c222160a41749ad9c19649df8e27594,3603.09965352,No
0x9b66e5e8cd045e40b4500099e9ccf388c7d68396,3599.543,No
0x4e0bf9494c015c743e19270d19fb3f94a8afd210,3584.85635,No
0xc7e8e51e205d197abbe0d300e1131d48f71adaea,3581.39275600701,No
0x33ddd548fe3a082d753e5fe721a26e1ab43e3598,3573.88362229,No
0xc7d57badc6509e7588e7baa7ef23a380e54bf4b2,3571.5888829475,No
0xc03c4476fbe25138bf724fa1b95551c6e6b8fd2c,3570.84429240558,No
0x107e31fefe44fb4f01c6c250cdb52f3c971426a4,3540.26518184808,No
0x33ef03c2d000b7fdf2e27b0f796d56b41490ecb9,3538.84443849,No
0xc69b8069980dba6c90526486209d755d05e32a57,3533.41433,No
0x2e771628e765c04a06252801177332d078a19a21,3523.96366848913,No
0x6af56146238e9d9742ebe0b6c4500ab71171d68b,3500.8,No
0x74a994dbc3403a07798643cdba372cdb44642e0b,3500,No
0x563fcb36de3211518ed20d87e0f291566e9ea0e1,3500,No
0x21539334f45ac41bd10789942b744a18a4775d6d,3500,No
0x237dee529a47750becdfa8a59a1d766e3e7b5f91,3500,No
0xdc8cbace963108e9c8b17e0e4147f08ca03c1113,3500,No
0xae27eea006ce4f129a24b6414b0d7f460cb76e9a,3494.23,No
0xf4c172b6f3bba0f78d95a85ff990d662b8ba00f7,3490.34746602864,No
0x88a5d04943b6caefe946f17356715a7f269ff2b3,3477.72094672358,No
0xa83974be125d3fe4bed3f530798ef3f87ec21748,3477.63226302921,No
0x2018d1f5dc7991b1f13c32e5c74b69b0a34a5235,3476.07969558185,No
0x6259d2c488bad8be7b953aa3529da267744a2db2,3469.23462,No
0x29a28c39d98e4445281a60a7735c6cc06f685032,3466.47748056823,No
0x02bf6c27f51af365dbbd5a7fdc544883b95e6af9,3460.93210829966,No
0xe7da19d08df73c9371080a14b8e6fdca9243e16e,3455.54849982115,No
0x0a4239a12afc0bcd5ec15d14e55c5da579f00a30,3455.25429551138,No
0xe75307d019616eec7173974e9d6536e09a7ce87b,3447.413866565,No
0xa085e5bf56ef8babd4bec8173dc07b144724023a,3444.38354113517,No
0x996487fa28e3b994619db4b67a9e1c666341291f,3441.27801787869,No
0xffd2e940fceb714a28c2288fc34a7d80e85e24d5,3394.52703564273,No
0x31d3fa1131e80cf187faf89b0ff69ece2720176b,3394.006058,No
0x40f51406f2108fd1ed7208e0f4d6903d058caa35,3379.782375,No
0x42a14ec383551dec3cacc62ad58ab7413e5518a0,3370.80756933927,No
0xe047ce9f6b3f611d4516535385f965d3ca24b058,3362.09699741397,No
0x5c688d7d370fc1c961ce58a41b6175e96bd35e84,3358.12872250415,No
0x3e8acff977fb67220e06faddb8e04c2e1aef2a31,3341.13404566025,No
0x588031347beaa0d43978bc8c0094138a67d1a071,3333.12239806855,No
0xba5d7ac626be9e9f580570f954791120371da277,3317.62,No
0x527788ae179be743614496680d38b39d87ee1ce8,3314.646,No
0xdad62ff2ecd4b9a5ad1c3e4d9486d7db0c0241ec,3305.826,No
0x41ade1cd005741bd093b4df7391fdd8347dc42ee,3303.17414962,No
0xd516fbfec71b2e21143331009e93f3221d2f51c8,3300,No
0x639ade8805c0081ea5da9495bb50751003e827cc,3296.5176615998,No
0x1581a5abd7d83a10901592a0acf69ff23d8da017,3295.82244375,No
0xb50ab3128df7cda5c69637f341236991d6bebfad,3273.05978,No
0xc0a86ef92c61fbc839a6f4e068c8714cd62c9188,3269.34556232,No
0x4b546538dfe54cab97959b809765ad4a866f04c4,3264.68833605349,No
0x7b5f5adea6a25afa002569fd805c99271722f7a1,3262.95048829772,No
0xead47f334e58f9241e19a555fa64cb536acc69f5,3259.91890909372,No
0xdd0288f517cee45368fc7a5b3da46e0b4ca17585,3258.49999972,No
0x3d6e5708cd011fb75a6820bacfd2937beece60d9,3250.58968538462,No
0xcef9d704338821f2981e84b559a4c6cc18a528f5,3246.61102748818,No
0x3d67f5fa074f39d946b29fe86bd2539709771e1c,3243.24558542358,No
0x53967e9569f21a7284765426c22d27c15b2b1208,3237.66748399834,No
0x0fef2f14127a2a290256523905e39dc817c11e42,3232.53563119063,No
0x4fce93f451cad39d94a95de84283973a26c88eb5,3211.91850786644,No
0x1c5e269331837415c69b5067f3f0a383676cc1e7,3203.595849,No
0xb85eaf59e6dc69ac7b6d92c6c24e1a83b582b293,3200.87,No
0x3dfbf25f673ce24d38cbe52932694bf173968cc5,3184.8032542,No
0xe4fe44ae12c497303c915f4438013b535c29cb52,3177.902,No
0x76b973386972c019a5e51cac7736326a91f529af,3175.26878116585,No
0x3e4147b9e70633bf60147ee49b7411723eff4978,3173.83864702843,No
0x40f476ef251f6e97112b5e964149128ae8bb2578,3171.95062886183,No
0x4c18322b75331e5c29f506f99da52fb99caaa2aa,3158.36383325,No
0xb931872f10ac2c5ee26cb0245ead75eecf642bf7,3157.496823,No
0xce5a9aa866ca82f06df0d0868cb27c044a9086ef,3155.10569844969,No
0x4643fccaa6bf5bd9f48b714371ab46a1c9a58bea,3147.12089639449,No
0x8b4196f8eaba67a6d9fc22a7dcbe143cb8036444,3127.11893494,No
0xa57c6baec8f9c608ea24e788c39383e9760717d4,3124.2412374527,No
0xa270f3ad1a7a82e6a3157f12a900f1e25bc4fbfd,3123.02297921126,No
0x695e99bd9240701f4dcda37aec32028b6a764d83,3110.38008302696,No
0x8fe77121dd953f4184155848c1a24ee32543cd71,3109.71610910541,No
0xaffbc225e4ba7a2feea53df0bc5f3ba4ac9988a3,3106.94289910031,No
0xd29744238db64d804774919b19b5a0e88a606595,3096.53628100183,No
0xb49de4079937883b9ee14e0e89a180068c50e466,3092.53191588,No
0x2e8bd4b127834afd128fb6a730a6f228051140d9,3090.21204441535,No
0x776425cf3482190cd8b728f7870bdd0585b85d5d,3087.921739628,No
0x34790cbd16280497a6e0081b5927126a058aff45,3086.10715711567,No
0x6cc8dcbca746a6e4fdefb98e1d0df903b107fd21,3079.06833100974,No
0xc877fcc358da9eb76f53aeebfbbdb6eefa0b313d,3077.28287735991,No
0x74107d2e21e691178363ceea2a311564a55d4224,3075.53404193432,No
0xf8ab29c17d3fae2421f168a797ca07fec1468b16,3066.77273443525,No
0x1354e9db7dac06b6cb3a1684d601e0aa96b09f00,3064.71985008433,No
0xbf6d9549a128c3ec4dad5c7038b9936df0cfe0c3,3061.27646667,No
0x537ae401f15099d08939e55f60bb8ffdffeb2b59,3059.78317174582,No
0x9ea5cf57a47bbe820f855a53178f6e4b5261fbcb,3054.07539667643,No
0x9acbb54d3d5ae1d8c9e490f94403eb8e9f3f0396,3047.787698564,No
0x973b232af67c7638ef6f1bcbe8722a8e7226f4b9,3042.39951757047,No
0xc6db1db370fb85b72610947e536c3e7599b42e72,3040.26722912561,No
0xbfc192044dde2d16909da215bda8b10e3be68ccb,3039.12492534112,No
0xeacaf5b2717060bda76a5883a01cb5f693f40801,3037.35614894874,No
0x19aebce893de84a734cf438f7f668419b9320930,3022.0626151391,No
0x53377de0d87760ccabaf928cfb87d5177248ef7e,3017.28154418428,No
0x75849BF9de6910BF5F0A3eD4Dc7dE1B2495a2cea,3000.87828125,No
0xe9e57de2feeb5776e5ccd5fd27e31d8757dd2b98,3000.414,No
0x40c5874b95f7364d019ce7dd903e7073aa55260e,3000.10376483845,No
0x48c84d78ec0a703740dbc44d9e7476c384baefb5,3000.00000000145,No
0x7f122d2eeab8127cbfd9e03b8c908d7777b0498f,3000,No
0xb0a5a05ac5791ad5a28905b57182cab1df9b10aa,3000,No
0xdda2560cec4662e42a3246d3bc3c484176bd88b2,3000,No
0x63653f4e1bc728f54227937ee27242c3d5ee6ecf,2994.23186,No
0xc2b3135b83fb0f461b8dac55fbfafa4b95d6b3ed,2992.83,No
0x7920e519f4051ed776b6135ac01202311aa788d0,2989.8,No
0x25f6aa6ceff889d8df11c274408e336dd9cc66e6,2985.18,No
0x0423deac74e5abc5a9b324063e23982f544818fd,2984.70306697914,No
0xbc33a1f908612640f2849b56b67a4de4d179c151,2982.10218364504,No
0x2e6d87a3704f832ba03d2ae1ed3b837af73c9882,2980.3494603,No
0x6273f7ea9a2ed87ccf5e1c2ab86e46811078f20e,2977.71927756,No
0xcc64eeadc4eb80105ad10df7874f0e3c396fa51c,2953.9875392748,No
0xd7764e412119e90bfff8540082c81557176d26ea,2949.3415,No
0x14090da85e561ceaec4a0bd79fc26000203f5170,2946.05872195488,No
0x1344341af4ad5ff0f7c1e750152617f6c67203c5,2942.197881,No
0x7dde1118d78ccb87c517a916ee397febc9e443a9,2939.93848708822,No
0x0871e6872f0cdeb32eb013648a76575b4d2dba80,2926.64342417873,No
0x8b126302be5e164bb78633d6543c546522972e2d,2901.72660672635,No
0xdc0b42c56ad9b46680ce79dd0163db1c95814cf4,2900.90993756738,No
0xaa0a4dcd8f432a9e8371aabfcaf8a0cbdcb4d0b3,2900,No
0x017cf1489eb1ff78ef8797dfc09662c845e187b9,2890.65000590739,No
0xc540eb6c7b3e44ef8a45db3ad8618404baed88f6,2883.72,No
0xaa6ccc1db1ebd504e1001091b27fc91724f22efa,2868.28213941,No
0xdee0d0ea17ae4535c8b06f5da71af99cc21a8e33,2861.97290783278,No
0x7523def41f524884ae34198a2e4ad2991c9483e7,2853.55571956318,No
0x57ab024f83cb802136b8654e4f9e09824200a37c,2846.3,No
0x289490ce0c92f8cdf1cc37ec3e580d199b56e32a,2843.5632,No
0x26f2347da56cb637ad09177c0969088f5fe393d1,2838.1050324226,No
0x74dec05e5b894b0efec69cdf6316971802a2f9a1,2837.87935074428,No
0x15b7323ba62f0e67f1940ea53446136a2e72462d,2835.52,No
0xb91ef9a2c37c20803efd33d98f09296d2468403b,2830.5593143,No
0x281aa906196fef51f85ab5badebcf1843cdbd0e0,2808.59973562097,No
0x7aaff03d60aeb937325783bf489a2d5aa10bb51d,2808.23992423019,No
0x88d0472cd1726ccfca47622392a3371a1b9883bb,2807.10174479365,No
0x373c745d8075c70369cfa10d753b186f2727f6da,2800,No
0x00c0a88dbae285cb3089bc958b4d30fc5f371d3c,2765.99410520689,No
0x450c0c90706a8cc664e8b496711370b43415715d,2764.64272251396,No
0xf7b18e107eb36797f4ce36de756630b9c30969ad,2763.71468181169,No
0x46a189c7f37953b91e5bd75d0e608efdafefaf1c,2759.95,No
0x5653bbb15dd5075ef9f0df9860cb54abfac48642,2759,No
0xe295dd82420fecf7c9d8ab27b342510ac34fb8e6,2752.91725082,No
0x8c4f530366b235864b7dd9dad147453badfb1737,2752.61390683,No
0x4eb38a6460cef8b797e5dbc66b421a06e2ddaeb9,2745.77976653622,No
0x5683cb85d174a81ddf2cf256cbb693bcb3cab558,2744.82446299,No
0x193c3e976f7a5bc5eb4be9d50db57562b8f17311,2735.37795393983,No
0x81d81f890dc21978b7b6e8739696316c8d3c5e43,2729.86482,No
0xd132973eaebbd6d7ca7b88e9170f2cca058de430,2727.45298243237,No
0x34a8791d1408d718516372674de36d97953759cf,2719.46932113048,No
0x282451E10c3949B3AEDec60bbd04a76D75FD5A5C,2718.008,No
0x6d1451353491cb50e43a1e4025699c22c12af3e0,2712.58630261595,No
0x5a0090de44408fb529aaeaec6567c681fd8eaa10,2705.14829349639,No
0x7f0f70ed61ffedb90aacb8e7a58f3433aa7669a2,2704.74,No
0x3bdc308f137977a7dcdec5799683d1ddc7966e48,2694.77532332154,No
0x3c0bd1da40d9e4cd911694d725370154ca5f690e,2683.30539835675,No
0x2bad018f09a926447a91d55c5c51bdb62c977b78,2680,No
0x77277688ecff931332867ac117a572a7ceda1316,2664.98574516707,No
0x0b83f4494b00ac27be4d2cc0bbda5d8f26d7cdab,2659.68485876363,No
0x8d650e90c242bedd585a731447bfa2ce971c0c0e,2652.79321087876,No
0xc3cb8c576bef82e7aa6a0f9475f2fc1d4739d850,2646.7391672109,No
0x977429247dd11a1db6c96c478a58100b8ea5c27c,2644.38841188056,No
0x6cf75202a5ba13f8a21af320dc9cc8aba2e11164,2643.860132,No
0x608b4788cff51d40a005025c7d58ace527ec816e,2641.25813133,No
0x00fc10b21525d7fa8bcea12dcd8e11b93ae47cae,2640.70917757923,No
0x57feea33df8eb01088827270e922d0edf617b68d,2639.88193458,No
0xd7d7d68e4bdcf85c073485ab7bfd151b0c019f1f,2639.23050297212,No
0xe69f6bcbf6a14f193c72ec031aab2b1e6bbde07d,2633.4566769512,No
0xab613544d53173e65e75a2390f7512f6fe941257,2627.70361993641,No
0x2Da269BFf3e31390CB5Ed494d8D5FD6494BdfC93,2626.16906751215,No
0x79aa946af0259383ed7995141e194a79bd86e75b,2625.22451142774,No
0x4a8918f1dc799610d45d13ba7d98d1870a537484,2620.84169165154,No
0x947cd1791ce7d044ec7f142af0c697c810e9d5e3,2619.18799693078,No
0xa372fdd742cb6cfafce7c4548843363b9b92eb68,2603.5000813975,No
0x7aa44a6e10d8953cefc826386c6a2c97638f00de,2602.684,No
0x2a2567402faaeb2743f052f689d40c8ebd0e51d5,2596.9,No
0x0771753c011524db4c65b618ca3a5153d5ad06e8,2594.81521947,No
0x4833e8b56fc8e8a777fcc5e37cb6035c504c9478,2587.73614140832,No
0xf040845cf3bfcce3c5c4343f2447b012ac2cbac7,2581.38889,No
0x1f517f7a31535be186919e83ba37e27f75958d18,2580.75048851711,No
0xfaa8b09543748cd3d0824462d2b7e3440ac435ba,2566.61863477497,No
0x7cd32ef7b40b423956e3abcda766c293b3d68b7c,2565.29592885552,No
0xe5379a734c4e6d505634ddefc3f9d0ff8d7bb171,2565.27901129076,No
0xc70b2e5fbc5bc6b437ce6af48c7c295b76b44781,2564.45431683003,No
0xa8bf7617e49c8d329e30a77f43f6b477c59b59c5,2560.78249946443,No
0x2079c29be9c8095042edb95f293b5b510203d6ce,2558.27727770903,No
0xd63679187d23c94fcb2a81278499fea8e34e8777,2557.76870404771,No
0x995a09ed0b24ee13fbfcfbe60cad2fb6281b479f,2557.26984900813,No
0x4f8bb28187cc89ddad0f35aa76a4693a54595c24,2548.34919258093,No
0x09c24f4131b9987e56004821cbb6c4e41fa76649,2548.265,No
0x06b59f733cc22612cc3108b1ef232f5a8b3c343c,2540.59256283252,No
0xf4820874e5d80c383c4a1e3b56c97ef432f773b5,2538.45516240029,No
0xb539059e52ac208f815a487ed1d6bd0ab4acc514,2536.17777480491,No
0xc35ef1eac9fed3208f2f97e740c6d7a700b3e328,2533.61785283578,No
0x53b517968dbd242de0348a2f0d70d55c1bf7bcd3,2532.95607986,No
0xc2c859d71e5fb1a13f91886306dbdf7d253a0ef6,2531.98558814979,No
0xf0ab2096664faa7ee76e67c6f265be7b0e432b1b,2522.28664478984,No
0x6125e4cbff60cae95ae629b5264a8368e41ebdd1,2521.07445525,No
0xce1b0ec74318df616d64a0d2a3fb3d4a3bc66047,2520.67,No
0x62167b1befcf8834066479118f90d3c0e861ef71,2520.18369007,No
0x23abee21c41f9538f57c70c0fae9287fc6379828,2517.90291591,No
0x780ad0cfd2292ced8eb44ba4a0ea2f70b4551c8b,2517.26426195475,No
0x3e71b1375d39204ad76ef1c560b05154c26ef39e,2515.82912932,No
0x3d35d2a99a2471d87947075bc9e525633a63ed13,2514.46785470643,No
0x6e94cea00b9b094ddef598ebc6c3573c0cb14122,2511.02176416157,No
0x4ed0864be1c171d95c7b66b3d507359f86122f35,2509.85842070798,No
0x2abf857669116a9022a6a2581fbe4cf0b90a1e61,2509.70495414,No
0x6b0b578ee5bdffb8fd0220af7a5ef493a078887a,2509,No
0xfc5aa02cd9f1eda68f16261ea67af251a19ccc90,2504.71996478312,No
0xbf2fed76a7710f9e4e48d66b2a279ae7c609445e,2500.02710567217,No
0xfabed8e2f3a29aee5002087f1140ef4c6aca25b4,2500,No
0x09ae3d4f37d491a21e477be85110658b0e688a01,2500,No
0xe83a48cae4d7120e8ba1c2e0409568ffba532e87,2500,No
0x8907ec68ef127f84288a227413e639f3e0c9dd06,2499.5,No
0x3909336de913344701c6f096502d26208210b39f,2495.3999,No
0x1f378857d8d12797a5878111e2d7f18e31999e48,2493.92875647,No
0xf478d4567270a1c19060bb38339e23ad2be0ffbb,2491.17120953,No
0x0be9e7d53421d096afb5d58c65fc344e804caa22,2490.11769771556,No
0xca637d628375f7c12c435c10fbc99696fc758f4a,2481.07767270052,No
0xdd7d618bce89b0e88d6a7af90917ba91694d761a,2472.80353996,No
0x8fb0ae3aca4acd93a278fffd0140db233a2e83aa,2468.46079731,No
0x86341e73d9deb4696b1ae50dbce8f2d62fa06023,2462.71772607759,No
0x20e96532d2ed197e712e1173ffb53c23f522742b,2462.71050732963,No
0xa518542823f7b54fc2e779bd52d5bfb255b13c32,2460.06201336,No
0x6fa544150cc5589181ca9779bedaa22467c9877a,2454.03726418284,No
0xfe62f4f364eb9a13d82a4bf8fc11c085b41ca4bb,2441.65108111296,No
0xdcabc755fb10931e6d8059113f762cd8a6813deb,2439.94480311288,No
0x8e7b1bd6032c27417bc0e212091cc17d677a1f6b,2436.72816296538,No
0xeed8cd0abea38a4008961c984cad6a8fca6ef7a7,2429.41176,No
0x98289e90d6fc92a8769bc892d006a2baa7705afe,2426.51631090656,No
0x0f1f5aa1634ba4137b1f673cac52597906f757c4,2421.70633285488,No
0x2db1d8cdf1abe8c70b531a790cdf2ff38aecf652,2404.51209804,No
0xaA96d22fd486d462aa261901C69530A935867934,2404.26400771723,No
0xf8571a95402cf5b25db184e5161118cd6c373eb8,2397,No
