HolderAddress,Balance,PendingBalanceUpdate
0x0404bba9218774da40106de4fb8a8970bcaf4dae,194226.940697679,No
0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,189162.334098941,No
0xf3033c8d381f16d9d466b0517e6ccced0f493fb6,188681.514579863,No
0x86626e1bbbd0ce95ed52e0c5e19f371a6640b591,188410,No
0x853cc0dfc520c3f1c71db9d6696078f9d0b76560,175000,No
0xa910f92acdaf488fa6ef02174fb86208ad7722ba,173493.187928217,No
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,171409.06382147,No
0xbc280becab2bf6ddc0c126e9179d27bb0ebe52a3,170455.67182634,No
0x72a53cdbbcc1b9efa39c834a540550e23463aacb,170381.88292889,No
0x8c72c801b3be3e29c67c40bf3de1b81faf0c9fa4,170012.598312683,No
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,168274.476802113,No
0xbd3fcf30a18fd50fef0c84800a5d1116893e0fca,166667.553028788,No
0x320a53dc3b3f0f9dab4588ca433d5e0dc9cd49a9,166667.553028788,No
0x3dfb5602920451178372acc17867315b8d3d00d2,166667.553028788,No
0x053879c81e87ad32422a26ed7e227cbb311d15bb,166667.553028788,No
0xf0a9ee1e08553cb78a48a73e58c4fdd0217e7f3a,166667.553028788,No
0x5f8c34ab089213fd87efcba613ea27e0b074dcc2,166667.553028788,No
0xa4a08d21b54cccff9079ee3d6e0574396ea22e4b,166667.553028788,No
0x8aa21a61c41292edbbcb9edb8c52022418c785ee,166667.553028788,No
0xba8196e35498feffb603375fce11d3cdee386e49,166667.553028788,No
0x25677543bb39da647ebe5f6b5aa1793f36893de2,166667.553028788,No
0x7f80d6fe85109f47ea5bef1d9b0cbd9e6a99ce94,166667.553028788,No
0x3940d7e3869dd8f87ca889ec82b0d81d21e21422,166667.553028788,No
0x3914bab1bb9516cd7fa3f16b1d12360f538b1f94,166667.553028788,No
0x4b794abb73d457f96f0fd590d5ec7d94b35ff552,166667.553028788,No
0x8b4334d4812c530574bd4f2763fcd22de94a969b,166667,No
0x87304d10903aff397d6e90427739db4794da9813,164648.903855646,No
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,161725.15437744,No
0xe7aef4cd88fa960d21ec047cfa480e2a7e510e84,161198.380272263,No
0xf671284d1f3f4b3bd4bec0959a23e7c5db4a62c3,154419.422622851,No
0x3dfd23a6c5e8bbcfc9581d2e864a68feb6a076d3,151545.165822849,No
0x391da6221fde9c73472f0cf6cbdb280359cfb32f,150867.783017153,No
0x1d4acbc9f70cadd4e6eb215731b8a20bb848d042,149212.987297304,No
0xde3258c1c45a557f4924d1e4e3d0a4e5341607ee,145967.368,No
0x43ae24960e5534731fc831386c07755a2dc33d47,144266.645580016,No
0x4a654ec9c24567ccad3a807f3f08d72e9956b143,143792.783199887,No
0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,142771.90111821,No
0x5e36914cff2280e970c42fd030747b6955e7d816,141113.011944432,No
0x621f583e7a8eec8ff2cc9309030cf3c6b9d7ae57,141062.938986029,No
0x4c9f7369fa63998c2e32dd87eb93ad64479947ae,140004.659227095,No
0xed9f16ad54240dd7701d37f77e9ad811d907af77,140004.659227095,No
0x7228168ed4221f79b622f55add24d8931104005e,140004.659227095,No
0xb9f8c58f02d63196bb7bdc67d086db3f6629b836,140004.659227095,No
0xfed1e9fad7a99b0917713d98b668e85975a21fbb,140004.659227095,No
0xeb01f792962d534ca4fe62e3219d3a93ffd0c44e,140004.659227095,No
0x889ed1d499eaf23a231b17559c79cabf236b0cae,140004.659227095,No
0x8e6d6dabf3215881b8523367970cc2aa4d0dfdfc,140004.659227095,No
0xbac36ff8d3842409d8395c999fbf2c0d3a09d299,140004.659227095,No
0xae764048855a85c168ef25010184e140797c1630,140004.659227095,No
0x5d9b773e440b18efc53f8ae41a1ee6bb356458f3,140004.659227095,No
0xd28be70fd146cde75e5c42d2ccd71c9b1286e427,138000,No
0x3874468a9f4cf61e1588fb5acb19518b141fdb21,137026.177229655,No
0x193991827e291599a262e7fa7d212ff1ae31d110,136619.342687119,No
0x1c17622cfa9b6fd2043a76dfc39a5b5a109aa708,135575.035902645,No
0x67cd14470b4159964654cfe8154dade82c5fbbd2,135392.5395,No
0xa929022c9107643515f5c777ce9a910f0d1e490c,135067.5,No
0xb8ba36e591facee901ffd3d5d82df491551ad7ef,134416.12509398,No
0x7e935fac4448102c16fa83abc01ac57d38123dca,133218.421192472,No
0x89808c49f858b86e80b892506cf11606fb25fcdc,133143.315674195,No
0x0d0707963952f2fba59dd06f2b425ace40b492fe,129428.49234653,No
0x5a6b93d60897df6ba0d9bfcd6469533ad80654c2,129346.141795604,No
0x06fed18718975d9e178e0c0fea35c18eac794c3f,123831.10391134,No
0x1579b5f6582c7a04f5ffeec683c13008c4b0a520,121641.48707737,No
0xb08dd71c47cb8c00e2155c1f12877f0e7d17b449,117722.112499773,No
0x5671c624b83246f952d786460d036d378da16973,115403.8082701,No
0x510b0068c0756bbefcbaffb6567e467d661291fe,111097.562856182,No
0x01b317e9778c47fba20e30db001f9d72abfa2a6f,105789.847956501,No
0x941b4fdb4b1533ab2cc8b90ff0700f658b4aa642,104573.78964255,No
0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b,104077,No
0xd15f3c48287389fef55e49e73ed2fb3dcd291b99,101199.404701704,No
0x5dc7b344d102ea6f8e23dc28e7668a8018c3c6cc,101019.4384181,No
0xe0f68f3543af5cfef1c413763ea41e9fa621969a,100000,No
0x51c27b9cd6517b701cedd084dd34b2c3b5efe246,99990.66,No
0x7c0e5242d1d03ef08bf9030d5049c94bab3334a2,99332.47449961,No
0xa90996896660decc6e997655e065b23788857849,98202.1903761455,No
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,97237.23026656,No
0x7e5ec8cd153273c3df23e53453718a888209fb09,95587.67360515,No
0x10e797d89cd91184d058d0d2972806681af90638,94114.0959557917,No
0x91dca37856240e5e1906222ec79278b16420dc92,92862,No
0x0548f59fee79f8832c299e01dca5c76f034f558e,91625.4732594663,No
0xcfe03f8d9b454e22da797acde8e16bbadb598a0d,91466,No
0x9908bb558f9b86f2bebc48542c8b2c51dcae2a2e,90628.6834367114,No
0x023b26c83b7cbfec9f895fad79ad87f22f9dff57,90291.0010694031,No
0x09bbe6493cb9ba42922183a1af57110c805d591b,88473.18416455,No
0x3f7a4968fa9992d77af365eb34918e6c0b8a4240,88338.4210555474,No
0xede8dd046586d22625ae7ff2708f879ef7bdb8cf,88182.1335975958,No
0xf1a2e8c37540b1b5eda94454c65dea21ad831f8e,87232.4654086284,No
0x46b46931423e711d051e264020acad89c0e147bd,85895.1406538395,No
0x3d4ad2333629ee478e4f522d60a56ae1db5d3cdb,84687,No
0x67e5ab5b573f01030a1076dda7a79ef0f31a1bfa,82801.0999667486,No
0x3b454077aaf52ff3baec9128194191b7796247ba,81135.7917259455,No
0x187e3534f461d7c59a7d6899a983a5305b48f93f,80000,No
0x432b5fd638513bfdb6b4e5c6cc4274cb45d79bd7,80000,No
0x772396dd44ce3d347838bfec437cb32f534963f2,80000,No
0x411871a0894d201ad87ef4f0eb970249d38ddb2b,77298.4285383892,No
0x2be5236a81164db698463109974be017dec9b7d8,76865.421464617,No
0x4fadc4415545ceb4c42a05070271d050e50f6ceb,76004,No
0x98c30c832f42222985430c5e95b240af5c2cfd36,75842.4192535685,No
0x53bac1146cd1b141be308c1db2cea4c3fa70fb0c,73905.4942,No
0x498f119215f978b66886a4f905658e515f3724d5,72875.157906288,No
0xe9c69d5f9761ba965c82335e9a24f4cb4267fa4d,72653.6317976806,No
0x5e583b6a1686f7bc09a6bba66e852a7c80d36f00,72471.9104464578,No
0x4c982481dc92a44f14fd5704dd40dd54fc72fe49,71383.63,No
0x0fffca156dfd052cce252d532bb4cc70aa3b54e9,70000,No
0x1b47d8abfcec8b9de3d866f286d59d64c4d29d0b,69759.61,No
0x2ab7249404146652fbd5baec337b66bcf8070ce3,68854.033451304,No
0xc46a350812adfcc13d53bb0d565e5e01ddbfe734,68233.57645264,No
0xf35a6bd6e0459a4b53a27862c51a2a7292b383d1,67895.34,No
0x2c4335854be0793d569f62fe77e27990194772fc,67705.2502611353,No
0x0df7060c91efb1c531e3e93598e2d472fdf9221a,66966.660454,No
0x3e4d7b5d6683816d7b45bf66dd7a8be5052baad3,66390.9766889426,No
0x34f8f091a050cd87a261e63f88e2110da25f26a6,66128.158,No
0xb6b811ae89807e2dc9d0d5b91196dbe5f8262d7d,66112,No
0x167a9333bf582556f35bd4d16a7e80e191aa6476,65622.1396808069,No
0xeb3107117fead7de89cd14d463d340a2e6917769,63692.2645890735,No
0x0000006daea1723962647b7e189d311d757fb793,63607.7967489284,No
0x6148be787ec724613197dc4c999ac7f9bba93c55,63182.09,No
0x6e41b547017d31f1a52b6c88587bdef80d44cfb5,63131.9906858194,No
0xebd2f09403b16366cf6217de9f1eb5a6c43537ac,63045.3103136177,No
0x7758e507850da48cd47df1fb5f875c23e3340c50,62997.3848384418,No
0xa2e3475d13776c6e42ff37b47286827d959b2195,62800.8118089259,No
0xe362ac3ccaad0e559747c41bc938f306d406f5dd,62509.3080384524,No
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,62477.0196644777,No
0xc564ee9f21ed8a2d8e7e76c085740d5e4c5fafbe,62287.5173800955,No
0x8c8e7073190e3d0021bf58594cbdd9c9c2a4c088,61992.4969971839,No
0x6c83e061f7b576f11e6f7e9b51b1530b2d0ab7b2,61831.1974122141,No
0x6a1325a316a8e01472e19529b6bbfd411aa06c9f,61585.5651588626,No
0x4569c1ab9c4fc9b29cfbaddad569e89d5a202f3d,60881.6250911686,No
0xe5eca5f78a45be012d6ef416d5e6765d1ceab6f0,60404.8616160793,No
0x1edb8a5d51880c81ba6b4812485c3dc16085fc39,60168.39,No
0xfbbe3aab8987460e32e399fb0880e692405d38bb,60116.117581842,No
0x11273f37573767a99742fb7d78881cfd26091c4c,59775.55542116,No
0x4c5eac70432341cc7d4334ce811f7da9bbb7fa2e,58926.1229438754,No
0x3b1e215fe1138aa9034b5e6de39892e45ac05176,58763.2841880948,No
0x97e813b9a81d097e60a5e6311bc9a475199b67ae,58707,No
0x3721ee45a15e8bca4849bd6986248b359e431559,58426,No
0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,58350.6069023669,No
0xe402418ed93cda7def66c084c154cac4ecead2bf,57492.3502277558,No
0xc42c23c8287050c6d0cda3146b89efbb8ab7c748,57259.7640161788,No
0x1f7d1970b0e9f229df8d81f1f358f08ee52462fd,57113.1602844956,No
0x742d35cc6634c0532925a3b844bc454e4438f44e,57000,No
0xa698cade532bf7491f0f887284f8e10e2de97198,55904.3307528176,No
0x4e60be84870fe6ae350b563a121042396abe1eaf,55795.8333378157,No
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,55601.2534410514,No
0xa97bc5dd7b32003398645edeb2178c91087f86d8,55087.8113973996,No
0xbdffa93a34f4952b2a50ff7a9ce45bd03d0f619e,53892.2072178175,No
0x5a17989616c8f3f1372e7caa6b0b988e80d7a322,53883.94291529,No
0xc9650cd192c4047ae8c51f54eff2c5da33e0ad61,52995.5004857614,No
0xe4b73f379705eac71bf2dc17e33e069a90a4041d,52494.6709237657,No
0xbfce1907360c0b74542aadfa5a2d919e029d4266,52223.1604201978,No
0x50c0fd47f585d7bb0e8713dc1ae9532b44e88125,52146.4167308407,No
0xc9f5296eb3ac266c94568d790b6e91eba7d76a11,50533.6753646503,No
0x95b564f3b3bae3f206aa418667ba000afafacc8a,50016.0365798956,No
0x593aebee9117eea447279e5973f64c68d8e977a0,50000,No
0xf29ae508698bdef169b89834f76704c3b205aedf,49854.6973655198,No
0x66b0500ff4b3a2b9ca9d44aa39a91de1c267446c,47300.9226163763,No
0x16b8cc5b1558b365d9844385425b13bde0ceaa49,46810.0706206208,No
0x26607ac599266b21d13c7acf7942c7701a8b699c,46116.2833706579,No
0xece39f7ac7603f450ccdf1c257d4a3ed29c4fef3,45691.59095014,No
0xecba5f51925e6ccec26da38dcd7d5305f6bdfbcb,45527.9889632372,No
0xba5ed1488be60ba2facc6b66c6d6f0befba22ebe,45434.8115089068,No
0x57043401dccba0482781e8632faa7e328a726ef5,45271.9367254298,No
0x86904e32b0d7a8e1ab4dc4a02bae7ff93e9a2d33,44869.88765151,No
0xf87de455e60d2d30546aad073ce8094fdcf4bb88,44815.9433912222,No
0xd6a062cae6123c158768a5c444ca0896cc60d6b1,44451.0367509777,No
0x888412fe22910ad8af968fef0ea9e9a92689b54b,43077.4809492667,No
0xa2dcb52f5cf34a84a2ebfb7d937f7051ae4c697b,42220.8191497696,No
0xd71de1e67432858ca1e2ed80c0b2e8007ad940a0,42048.43598,No
0x7476d1e9659a49b92c3f65f0a6de00a18fc3d6fa,41308.3780792503,No
0x30cf8aa72c4e69e35e0e48e785176704d6d70c7d,41118.679364973,No
0xe2b91d3e7792f99ca782a72705f19db6203c9175,41028.095989858,No
0x96ba4d04d889426b4b1eb051bf5daf00ec331004,40691.0139014435,No
0xf4f5ff88733ace4c7155577436956810be216673,40327.4010296714,No
0xd7efcbb86efdd9e8de014dafa5944aae36e817e4,40321.524897019,No
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,40225.2164271683,No
0xce17ec0f86024172f03b4aa9234367e5c8a7e8a1,40198.6597052252,No
0xb47d8f87c0113827d44ad0bc32d53823c477a89d,40013.3203509687,No
0x864FfbfCCFB4cfB3108992B3d6416d8037Acb4C1,39627.0974170677,No
0x0587588011c1423b01110694a74c6ab6e4fcab0b,39470.6558369778,No
0x2af17a3fc90de53481d8df0c4f652f240ba0af03,39262.303563,No
0xe61dd9ca7364225afbfb79e15ad33864424e6ae4,38681.71819323,No
0x3830a90fab5e01fa168c1784e79c9a40a90bcb21,38334.4188895356,No
0xd1c4bbc87fa736e9514d03adff789395ed123baa,38258.198977247,No
0xe3534f90e367f5bd62af306d9f36804a82ba6cac,38041.203789007,No
0x943077d39275a714e92f32d163739b5557d04456,37859.1896675044,No
0xa8097c13dd8ad383d264fbef6e36b8923889fbcd,37766.8778100238,No
0xdd709cae362972cb3b92dcead77127f7b8d58202,37576.162647469,No
0xaedc1bc24c1e57d75dccbe910b2db3f5b592e4e0,37442.8909939247,No
0x7a0fa92abfaa6831cae5a89405c45caa482a1290,37064.1079822718,No
0xe1b27fe6ee84e7e91529ac961b718832d1bb8cc5,37030.2391255851,No
0x7336f733657fe7ffc92e27fb19fd5a6ae4c0e0c2,36975.61700521,No
0x9eb4559588f15f34c60270e52da0a534eaafacd6,36941.2784596878,No
0x2624d6542f3e69419c6503437aeb0f43728fc6d1,36802.55167147,No
0x79d64144f05b18534e45b069c5c867089e13a4c6,36634.8065841515,No
0xb15bfc3c04a726dc6df1bd8d658e1a1e43a9af33,36557.506307959,No
0x455ae9f6d25fd49ed7be9f3d8dd1cf58a79a5958,36540.02013267,No
0xa81aca7b8d9777b52bb4db49737f164c398a70dc,36343.5678496731,No
0xa89a1278ac85367f38bdf6746658ce2b9875526e,35764.3379487611,No
0xc86a944e0526894a1a1f8ac01a80fc9a54bf5042,35502.9,No
0x6e7523a9f6dca6a97ae7d9fa5495f1ac10cc3d18,34868.089725,No
0x69e0e2b3d523d3b247d798a49c3fa022a46dd6bd,34414.7508281978,No
0xfa2562da1bba7b954f26c74725df51fb62646313,34314.1659003058,No
0xf7c6104a11429803fd643f9e86c111c11a557926,34252.65865,No
0xcdd8683c6c57a42406c604d5d325957b9524aa6e,34218.2227326785,No
0xffcc0229a0750326a2ddd735f1d7c3ea0623c51a,34107.99,No
0x3b59a023d74aceca4b10b134fd218f887fa0ec1b,33695,No
0x0007216e1ebc0e02b7a45448beca6e3faa6e4694,33420.6958897884,No
0xaf10cc6c50defff901b535691550d7af208939c5,33351.2458525498,No
0x512227d87abdb9e60f1c5ba26bde18ef9f5db357,33338.55559763,No
0xb1bdaebe11f255a1797ee191fccb2f69f1923dd0,32871.44117567,No
0x5d22045daceab03b158031ecb7d9d06fad24609b,31633.39683533,No
0xe58604c0540cb59fb8a2371ec8151c8ddde70c31,31569.9971809494,No
0xf436045472657372a1b451c1e13ee83e06b92d90,30986.24417597,No
0x961c18a23306fe44c4323adcb3bc343b0d193670,30966.0968722219,No
0x00610d1b203f9ddf2776d8729b0de854f5dce8ed,30727.2343590944,No
0x03ef211d5101f3f20b73e35f327b832281466670,30357.8423182941,No
0x4d4902bd7e080159964f46b10feeb6482d148e5a,30295.9475461477,No
0x651853612bec2d0fa3975196d9bccebca5d21b3a,30108.5349682579,No
0x1d4296c4f14cc5edceb206f7634ae05c3bfc3cb7,30000,No
0x52f54330fe21f095f5a6b486422bc9ab818b14e8,30000,No
0x96a6505172a24e54a56147cf884bd4c2f315f741,29923.9653149776,No
0xa4127b892653964ffefc9fab4809eabacc5acc77,29695.2170157887,No
0x03d5579e98ab71fcaf70f3849dd7d736ff7365b4,29489.6796961593,No
0xb1eeecece92d95b3fe1fcd77a299b1e2ac0782f1,29000,No
0xa482566e63d032af218a8d65caeeda5dec73e4b4,28508.0521837519,No
0x1efb9f8b00b4a5dbf0f779aa032febd4b8f38a94,28342.0904809756,No
0x3bbec29ab82db1f0be3f67261cc902c4e35ab70d,27999.201826145,No
0xe83addbe930e1c242536717ff5d72df6e9264af1,27989.6301923457,No
0x924cd9b60f4173dcdd5254ddd38c4f9cab68fe6b,27887.45,No
0x7b201ded890f49445b45e1388d89c2d902038eb0,27826.2030061124,No
0xd4ed4b64a437b56ecaafb92a04330a9682edfff7,27710.8847107945,No
0x8d9004e297950cac958729153fd7bb707d691338,27624.2423443245,No
0x7b86b623bceeabff09f5d48e84f8d1a5cbacdfc6,27474.4106511452,No
0x1bc64307e6ddc620635b862fd2051be32bbf26a3,27174.898743982,No
0x3624525075b88b24ecc29ce226b0cec1ffcb6976,27173.62367539,No
0x67e9a5894d2713553cd3cbc7d034be9f1f830d3b,27073.7751014312,No
0x6de6e901bbefd26a9888798a25e4a49309d04ca9,27061.4127934038,No
0x6475ccd47d2572ce4a739e023c75025b8f600e34,26757.9205075299,No
0x90be4e1da4bb2f464576749abac99774148bc9a2,26742.8912207879,No
0x0f4ee9631f4be0a63756515141281a3e2b293bbe,26634.5332713699,No
0x07445065963c2d563cd70ddf2aa49fc771e59a98,26624.9338637573,No
0xa7fde321289a23e310c8804d41ef3128fa07fc23,26592.7123264386,No
0xcd917bf1dbae5dd0de7daae63926ec81b42faf77,26452.3187669075,No
0x9389e143dff86096766cd9ff82198857745a8d7b,26130.7836498797,No
0xfac44bfdc053a9615c6b0527f44416914628a0c4,26080.0202029181,No
0xb07319a8554b00226e9b788f791d38dccd728b03,25967.1985418855,No
0xbff9cf7948a5c76dbd3e0fc8cfbc7e33ce7473ff,25733.9126668081,No
0x1339416a48c30140815d98340d433541d6fa430f,25575.0190969697,No
0x8540f74e41cdb6a730708e75a00e3c1244ea816f,25534.7810653985,No
0x5b990c664ae7e759763acfec76e11c289c53be77,25519.698358,No
0xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,25376.4266072288,No
0xcc7357203c0d1c0d64ed7c5605a495c8fbebac8c,25173.9965611112,No
0x18a51be50bf4f928ddc54de9c8f087edbeeeb9d3,24995.62,No
0x7f9c8843926de4b2ea6cbf9381f9f2fa81c58ed6,24180.2073598732,No
0x66fb1cd65b97fa40457b90b7d1ca6b92cb64b32b,24132.4929013078,No
0xd9278486b1d8d4f24415ed069969470094d4cf73,24056.85,No
0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,23986.5677711918,No
0x6ef135a477d7c614bdfd8670614c36215ab3c692,23955.93869731,No
0xa95906eafdd96fa6bc07f18941c98e18f5f61cbb,23800.657204311,No
0x945bcf562085de2d5875b9e2012ed5fd5cfab927,23573.2957167776,No
0xf727e20e081aae428e7c6be07b156bb21ab587a7,23205.29,No
0x7ecccabb5e4ff4537f70b0a5018e8c0cfd53fff4,23059.72777306,No
0xec933fb7d203ef9323cd99efa93499fcb5078981,22585.4170514316,No
0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,22552.0751922105,No
0x426774601b952411dcf739c32a4436f4f65f6951,22498.833,No
0x54af4e643f1bb47de2d8db3274e72e5232846d6d,22493.659,No
0x4dd1af0bdc8c8b49ca133392aed73f7250ca4030,22433.5019996653,No
0x8d646e10ee031279400bc8766b57cc6a53176014,22300.4227197677,No
0x8a2dc42de052c149b990201bce266acd81e804d0,22211.5180287224,No
0x310d5c8ee1512d5092ee4377061ae82e48973689,22150.4488639464,No
0xb6cad910eb912ef13a030b682bf77aa8f781da60,22000,No
0xbb00900b914c71d7cc0d6c8865359499b9d0b3b6,21976.4509563166,No
0x4ffe84ae0661a97640ee451a9edf0c5ecf3a56c0,21946.7,No
0x2fba9759a67e34051255f9e8ae18e17c4fd8555e,21861.248073076,No
0x287a6e4f0a8b80803a0322882af4700849c8de51,21635.6307,No
0xb8f03e0a03673b5e9e094880ede376dc2caf4286,21634.57108965,No
0x00b9e69051e0b5787b8d2a9a0308e415294e6b8a,21447.23448,No
0xfb7367bce655fe87831ae66801996e814c3f97f0,21317.62,No
0xfadafce89ea2221fa33005640acf2c923312f2b9,21290.1961691462,No
0x97d87c77aaabb0ee7faa1921f9a651d4e0fc85dd,21198.0385232409,No
0x438679ece13edb95add18ed02ddbf5e2418ff730,21179,No
0xe0f1a74b6f340d1dfefe4b0268f04b23cc665f27,21138.7419893763,No
0xd2976a56cd84a91a2e83685a6dc5308315e29f15,21082.4834285906,No
